unitid,year,scugffn,npgrn2,agrnt_a,loan_a,agrnt_p
243443,2023,813,13076,6596,4477,88
243568,2023,14,8011,6686,5500,100
243577,2023,530,16534,5355,3738,90
243586,2023,111,8132,7136,4166,97
243601,2023,1392,7668,6413,2726,100
243638,2023,417,,3810,,89
243647,2023,95,,6598,,89
243665,2023,224,,9001,4529,92
243744,2023,1733,17998,64164,14075,55
243780,2023,9364,,11126,9001,39
243799,2023,3,,5445,9500,33
243823,2023,63,27240,8980,8404,97
243832,2023,46,4989,7994,9402,85
243841,2023,59,5196,7974,,95
244233,2023,0,,,,
244279,2023,91,32175,4893,8307,57
244437,2023,2498,,5844,4785,81
244446,2023,143,,7794,,94
244613,2023,247,27351,4366,6785,79
245281,2023,9,11006,6020,8167,89
245625,2023,162,,6027,3291,69
245652,2023,88,28368,24726,6125,92
245777,2023,9,9630,3294,,100
245838,2023,0,,,,
245847,2023,0,,,,
245883,2023,0,,,,
245892,2023,0,,,,
245953,2023,132,16187,14316,7018,93
245962,2023,65,22224,5474,7114,82
245980,2023,35,7691,6119,9068,91
245999,2023,389,,3469,,57
246017,2023,485,,3157,,49
246035,2023,162,28477,4656,7295,74
246071,2023,9,,7843,6662,100
246354,2023,821,,5998,6798,91
246415,2023,6,11473,4842,4933,100
246460,2023,178,9606,3405,,68
246813,2023,212,,5029,3650,98
246895,2023,145,,3745,3190,37
246974,2023,275,32454,4644,7172,66
247010,2023,42,11567,4896,4730,60
247047,2023,71,17194,4525,5643,51
247065,2023,40,26994,5126,7431,88
247153,2023,52,24886,6639,15774,90
247162,2023,0,,,,
247409,2023,67,20193,5541,10291,84
247603,2023,500,,7349,5577,64
247649,2023,85,57640,24376,16757,100
247773,2023,21,6162,10309,,81
247834,2023,3480,,5943,3333,37
247940,2023,483,,6413,5099,98
248192,2023,17,9944,6495,,100
248527,2023,34,4268,4827,,74
248606,2023,30,,5299,,60
248624,2023,21,,6548,9897,76
248633,2023,23,,5714,6696,39
248660,2023,37,20028,6501,8487,70
248703,2023,114,20365,5080,6161,72
248925,2023,250,,5022,,93
248934,2023,930,20051,8114,11216,80
249061,2023,27,9052,4128,4885,67
249238,2023,80,19197,5766,7162,56
249609,2023,36,19314,6572,7577,81
250027,2023,112,9188,6190,9677,71
250285,2023,46,20378,7730,7668,74
250744,2023,90,23713,7041,14314,81
250902,2023,53,14578,4200,2533,87
250993,2023,15,,6519,,87
251260,2023,1043,,7735,5311,70
251312,2023,15,22112,9186,7043,93
260336,2023,9,,6675,6855,89
260363,2023,11,,10134,7384,91
260372,2023,9,,4692,,100
260664,2023,485,14793,4680,6785,69
260691,2023,176,20284,5965,8260,85
260789,2023,70,29947,4484,9611,83
260813,2023,10,37696,6559,11514,30
260929,2023,72,18677,4598,7355,69
260965,2023,61,11687,4888,6334,61
260992,2023,84,24988,5576,4176,74
261436,2023,410,24519,5108,9418,60
261676,2023,18,19377,4941,11254,72
261685,2023,23,18765,5550,10005,83
261719,2023,339,21848,6968,9334,58
261773,2023,11,,6469,4722,73
262031,2023,1195,,9522,4280,75
262086,2023,69,,2333,6442,45
262129,2023,188,,15266,6237,100
262165,2023,9,15030,1300,,67
262341,2023,690,20635,3679,6073,36
262369,2023,105,24393,6515,3764,43
262457,2023,200,23277,5188,7653,77
262466,2023,3,,,18023,0
362700,2023,38,20261,4704,6310,26
363013,2023,23,20227,7101,9744,87
363147,2023,157,17131,5793,6881,78
363165,2023,330,,5725,7340,53
363633,2023,89,,3931,5321,79
363679,2023,109,12981,5044,3861,39
363712,2023,18,12485,5715,,72
363882,2023,44,18898,6823,8021,55
363907,2023,60,6679,3363,2521,85
363916,2023,28,6310,3610,2529,82
363934,2023,103,21148,10332,11800,96
364016,2023,570,,4284,3206,57
364025,2023,936,,3442,4350,60
364548,2023,130,,4499,,72
364575,2023,10,,9651,,100
364627,2023,60,,5330,,77
364636,2023,58,,5672,6180,48
364760,2023,12,7188,6696,,58
364946,2023,24,,4686,,96
364964,2023,12,,7712,5242,83
365091,2023,1,36205,6895,8504,100
365125,2023,93,21484,4301,5423,37
365198,2023,29,,6497,,100
365213,2023,21,,3443,,95
365240,2023,5,,6474,7589,40
365374,2023,197,,3152,,91
365383,2023,13,,6745,7452,85
365480,2023,56,,5472,,50
365505,2023,10,,4228,3779,60
365693,2023,92,13666,4598,4748,20
365763,2023,45,,5587,6957,42
365824,2023,93,21298,6145,9857,87
365833,2023,109,21286,5555,10232,86
366003,2023,8,,,,0
366155,2023,10,3065,6775,,50
366191,2023,658,23756,5624,8691,71
366252,2023,1088,,7285,13144,67
366261,2023,53,43845,1352,2879,36
366270,2023,62,19590,5462,5206,81
366289,2023,19,22741,6063,7847,58
366340,2023,30,,7408,,83
366395,2023,3030,,6861,4218,58
366401,2023,741,,7645,1633,37
366465,2023,146,,8458,7791,73
366535,2023,100,25567,7031,9833,98
366553,2023,226,22016,4746,4432,72
366571,2023,0,,,,
366623,2023,18,,5843,,100
366711,2023,2410,,10247,5995,72
367051,2023,40,7880,5125,5300,100
367088,2023,39,9423,6875,7355,49
367103,2023,49,15239,5559,5825,86
367112,2023,75,20440,5899,7781,57
367158,2023,43,19861,5672,10713,84
367361,2023,26,13358,5482,10293,58
367431,2023,16,8970,7145,6805,56
367459,2023,712,,3768,4677,64
367875,2023,209,,3738,,38
367884,2023,17,22535,5622,3973,88
367972,2023,0,,,,
367981,2023,11,19137,6096,7761,55
368230,2023,77,16793,5552,8325,70
368364,2023,161,,4388,,56
368407,2023,0,,,,
368452,2023,68,23745,3097,4734,91
368629,2023,72,27851,5518,9291,64
368647,2023,27,,5571,,85
368771,2023,41,41290,6259,9389,80
368832,2023,18,14577,4624,,78
368911,2023,84,,8117,2870,100
369400,2023,950,25739,5475,8681,77
369419,2023,625,,4439,,81
369446,2023,62,7356,4326,,73
369455,2023,12,23925,6225,9501,75
369516,2023,17,20259,6281,8186,94
369668,2023,120,,7258,7507,75
369686,2023,374,11755,5340,,100
369783,2023,183,18169,5876,7784,88
369950,2023,108,4428,4741,4484,71
371052,2023,135,21063,6298,6518,88
371690,2023,1149,,4090,,83
371830,2023,48,18165,6172,6080,71
371928,2023,98,23046,5288,8609,56
371964,2023,188,24486,5242,9286,49
372028,2023,91,35203,4033,5110,68
372073,2023,75,32304,5650,8813,76
372082,2023,91,,3905,,75
372240,2023,8,18591,7143,,100
372329,2023,185,23360,2966,7154,82
372356,2023,179,17282,4695,5184,77
372462,2023,42,17008,4538,6126,71
372921,2023,68,24433,7424,8636,88
373085,2023,16,22190,6099,8342,94
373216,2023,64,9806,6050,10254,38
373456,2023,21,20727,6895,10000,100
373526,2023,384,14741,4255,7025,64
373678,2023,62,21228,8177,10176,76
373696,2023,46,22439,4981,6272,67
373711,2023,21,,5439,7338,43
373784,2023,512,19272,4882,6715,74
374316,2023,13,18861,5413,7756,92
374343,2023,28,9365,6510,3330,75
374574,2023,493,38829,4712,6767,95
374592,2023,71,,3585,6048,100
375230,2023,32,10079,8190,,91
375373,2023,4,,6895,5500,100
375407,2023,50,,2738,3552,96
375416,2023,61,22351,5769,8018,97
375568,2023,11,,,,0
375656,2023,17,,2737,,71
375683,2023,119,,6555,,61
375726,2023,205,,4859,,88
375939,2023,49,15182,8708,12916,76
375966,2023,8,,5532,6613,88
375984,2023,165,17438,5576,8407,68
376224,2023,51,9244,9241,,100
376242,2023,83,5880,6310,,100
376288,2023,68,4666,5508,,100
376330,2023,25,,,,0
376385,2023,299,6193,5850,,98
376446,2023,5,,5178,5710,60
376631,2023,16,15695,4350,6097,81
376677,2023,0,,,,
376695,2023,263,,6802,,100
377111,2023,78,24629,6534,10354,99
377193,2023,0,,,,
377218,2023,39,24640,4569,5834,62
377272,2023,31,19754,4722,,94
377281,2023,88,18059,5765,6513,91
377315,2023,106,16302,5592,5541,77
377449,2023,31,26718,6358,8055,84
377458,2023,36,27090,5884,7571,78
377485,2023,9,,2445,,33
377546,2023,46,20185,10032,7532,85
377555,2023,947,,14569,5125,46
377564,2023,596,,13521,5257,77
377643,2023,30,10538,4463,3959,70
377652,2023,48,24526,8683,8541,88
377661,2023,146,25666,6008,10181,92
377722,2023,106,29299,5947,10889,69
377759,2023,71,17312,5455,7628,52
378105,2023,273,26916,4545,7915,59
378576,2023,19,37477,2900,4041,42
378886,2023,57,12808,4423,6700,44
378956,2023,327,27729,6684,12467,62
379621,2023,43,,9642,9450,93
379746,2023,435,28213,5001,6387,91
379782,2023,11,10914,6714,4231,73
380067,2023,73,6142,6400,,96
380359,2023,36,,6286,,100
380368,2023,83,,11143,5510,82
380377,2023,59,,8084,,100
380438,2023,23,27159,5684,9704,61
381255,2023,54,11308,12905,6738,74
381282,2023,69,13943,11593,8700,74
381325,2023,70,7835,15789,6675,64
381370,2023,211,19710,4256,6287,73
381404,2023,194,19822,5057,6150,85
381486,2023,5,5498,7764,7268,80
381699,2023,36,10214,5169,6225,78
381732,2023,1,,,,0
382258,2023,72,,4206,,97
382416,2023,13,,4795,8625,31
382461,2023,12,19233,6012,6663,75
382780,2023,143,15548,4893,6210,81
382911,2023,12,,9155,5500,92
382957,2023,70,19599,7177,8554,87
383020,2023,0,,,,
383084,2023,714,,3710,,28
383163,2023,65,20261,5965,8149,15
383190,2023,226,,6806,4219,78
383279,2023,18,17389,6188,6988,61
383297,2023,12,23106,6045,9547,67
383312,2023,61,,5374,6513,72
383330,2023,35,,5561,6575,80
383367,2023,88,,6465,6805,86
383464,2023,135,10139,3064,,96
383525,2023,45,,7824,7539,71
383765,2023,134,17435,5315,8264,72
383996,2023,40,,4455,,90
384236,2023,533,25025,5626,10423,95
384245,2023,518,25861,5342,10284,96
384254,2023,102,47664,21203,5476,97
384333,2023,903,,4365,3525,67
384342,2023,478,,5112,4929,66
384412,2023,83,18780,3011,2818,36
384421,2023,32,9977,10323,,75
385132,2023,103,19116,4738,5425,51
385503,2023,38,23984,7961,7083,87
385619,2023,280,26561,9806,12834,89
386153,2023,269,16607,6993,,97
386472,2023,72,19644,6423,9361,88
387925,2023,71,29106,4410,7798,38
388520,2023,23,14684,5848,2722,52
389860,2023,192,,4448,6245,23
390905,2023,53,,3907,5099,100
391005,2023,17,9759,6219,6010,100
391759,2023,0,,,,
392257,2023,1947,25723,5801,6267,80
392354,2023,0,,,,
392415,2023,176,28159,6213,8297,77
393649,2023,819,26482,5218,9915,97
393861,2023,388,,4930,,26
395362,2023,57,,5582,1750,91
395690,2023,360,21444,4930,6139,99
397942,2023,650,28188,5690,9824,96
399212,2023,843,,5183,3717,72
399869,2023,157,27934,6330,10986,89
399911,2023,129,18807,33951,8762,100
400080,2023,1483,24686,4803,11997,74
400187,2023,316,12229,4854,,69
400558,2023,0,,,,
401223,2023,4,16598,5958,,100
401764,2023,20,14743,5561,6902,75
402563,2023,67,22997,4855,4814,75
402800,2023,57,13700,5424,5525,75
403469,2023,95,,6248,4475,96
403478,2023,218,,7511,6341,98
403487,2023,185,,6978,6056,96
404055,2023,84,18711,4698,5542,61
404338,2023,6,21249,3591,11999,83
404426,2023,313,,6561,7064,54
404684,2023,216,3569,5782,,71
404718,2023,261,25757,4698,6969,77
404912,2023,356,20870,4740,7788,71
405012,2023,68,13287,4858,4558,69
405058,2023,39,9267,10233,,69
405076,2023,384,24758,4571,6425,87
405854,2023,17,13791,13909,,100
405872,2023,369,,3954,4316,48
406024,2023,133,28956,7068,10722,76
406033,2023,558,28479,6682,8674,73
406149,2023,41,17278,5345,7400,78
406325,2023,9,,6670,8500,67
406361,2023,3,,8463,9850,100
406422,2023,24,,5501,8455,58
406486,2023,12,26273,3282,6924,75
407090,2023,48,24532,4924,7603,52
407142,2023,36,10773,6820,5641,89
407151,2023,37,10408,5198,4495,84
407179,2023,71,17479,5696,8134,54
407355,2023,54,12072,5857,7169,76
407434,2023,54,16154,4236,6332,37
407461,2023,48,,6006,3940,54
407470,2023,90,16492,5501,8085,80
407489,2023,15,,9828,3850,33
407513,2023,27,,4089,4712,78
407522,2023,0,,,,
407568,2023,50,13317,5968,6632,74
407577,2023,60,,6731,6631,100
407610,2023,0,,,,
407629,2023,0,,,,
407683,2023,46,18426,1497,3711,100
407708,2023,115,10040,7998,6755,72
407735,2023,52,14775,5325,6636,73
407832,2023,73,,5540,8194,42
408066,2023,36,17646,5804,8700,67
408163,2023,32,15721,5703,6139,44
408385,2023,434,21332,4780,6433,93
408844,2023,321,23629,9902,12356,60
408862,2023,54,13000,5066,5727,63
409032,2023,286,12910,3960,,100
409120,2023,32,,8468,7875,72
409193,2023,36,6768,3748,,100
409315,2023,2116,,6354,2686,99
409591,2023,28,,5053,2878,64
409698,2023,891,,10480,5397,73
410797,2023,114,23896,5166,7082,81
410964,2023,9,36029,5289,9056,56
411684,2023,13,28700,4781,7500,77
411754,2023,0,,,,
412173,2023,19,20079,6941,9377,74
412535,2023,10,,5803,7023,60
412544,2023,38,31293,4539,7275,42
412599,2023,151,25332,6121,7599,95
413176,2023,20,,4853,,50
413413,2023,22,16975,5054,6658,64
413617,2023,10,8761,6036,,90
413626,2023,34,,4453,,76
413680,2023,213,27860,9734,15551,77
413820,2023,27,11831,4045,6821,100
413893,2023,681,34331,5199,8989,98
414063,2023,39,24195,3291,5490,92
414124,2023,411,17555,6419,7056,44
414461,2023,880,10637,7711,3692,95
414489,2023,93,17329,3668,4804,51
414540,2023,242,20116,4333,8746,32
414595,2023,13,45721,1757,4423,23
414869,2023,33,18434,6357,7929,85
414878,2023,2,,,6500,0
414911,2023,210,,5690,5125,71
414939,2023,240,37922,3910,5329,70
415039,2023,38,16293,4673,6815,55
415057,2023,85,41164,2406,6086,41
415987,2023,152,29367,5528,7522,94
416458,2023,73,22688,5257,8597,66
416801,2023,0,,,,
417008,2023,22,21171,7108,8820,59
417062,2023,38,12837,5651,4850,68
417105,2023,242,,4335,,60
417123,2023,54,,6235,7702,91
417248,2023,18,,,,0
417275,2023,14,,,,0
417327,2023,14,30605,5580,2100,36
417442,2023,12,,6787,8585,100
417503,2023,241,18156,3548,6438,45
417600,2023,26,14035,3162,4686,65
417628,2023,13,,11894,8713,92
417637,2023,33,,7946,5542,70
417646,2023,2,,3379,3216,100
417655,2023,7,,6199,6500,86
417682,2023,6,,7441,6045,83
417716,2023,31,,5662,7751,90
417725,2023,6,7364,4996,,100
417734,2023,2,25189,2403,5500,100
417752,2023,3,18221,7978,6833,100
417831,2023,66,,6369,5625,29
417840,2023,188,27256,5141,6603,70
417868,2023,18,,6818,9545,33
417886,2023,0,,,,
417910,2023,43,,5899,9629,81
417983,2023,0,,,,
417992,2023,6,,8895,9500,50
418001,2023,12,,4317,6067,75
418010,2023,4,,6812,6500,75
418029,2023,14,,6634,10094,79
418038,2023,43,,6811,6013,88
418065,2023,75,,3306,8569,81
418083,2023,8,,4771,6497,63
418126,2023,2,42908,3648,,50
418171,2023,9,41229,9146,,11
418199,2023,6,,4215,,100
418205,2023,63,,5005,4587,54
418223,2023,73,,6626,7526,84
418250,2023,104,,3521,,48
418269,2023,92,24175,5416,7181,80
418278,2023,133,,5393,9635,36
418296,2023,159,,8593,,84
418302,2023,32,,4661,,84
418320,2023,23,,7250,,83
418348,2023,61,,3922,,75
418357,2023,37,,10518,,92
418409,2023,130,,8232,5649,71
418427,2023,23,,5364,7524,91
418445,2023,9,,9349,11792,100
418454,2023,237,,5793,8779,41
418481,2023,26,,6135,6127,58
418515,2023,144,,7359,5895,58
418524,2023,21,,8802,8300,71
418533,2023,97,,7127,9429,48
418542,2023,15,,5210,12447,33
418560,2023,13,,6467,7296,85
418588,2023,18,,5449,7750,83
418612,2023,5,,3487,4701,80
418658,2023,547,12740,6618,6259,82
418773,2023,106,8080,7338,,94
418782,2023,177,3039,9044,3662,97
418889,2023,41,22251,7128,8373,22
418913,2023,8,5823,5171,,75
418968,2023,70,21895,5154,6118,73
419031,2023,11,,5966,,100
419095,2023,18,,4409,,44
419183,2023,59,14204,7786,7490,85
419217,2023,1,9672,3648,,100
419226,2023,259,,4372,,82
419235,2023,138,10994,5901,9138,100
419244,2023,83,34342,3826,6313,53
419253,2023,40,27963,3491,7787,83
419280,2023,14,8501,4370,7958,43
419341,2023,7,13860,6578,8378,57
419420,2023,30,,4870,,50
419484,2023,7,,5674,6225,86
419633,2023,101,15721,5439,5586,72
419703,2023,250,2892,9276,3912,99
419712,2023,69,3035,9553,2948,97
419721,2023,147,2766,9315,4075,100
420024,2023,27,26289,6165,7750,85
420042,2023,0,,,,
420130,2023,118,28909,4610,6928,64
420255,2023,39,6544,2902,,85
420325,2023,25,6266,11434,,68
420343,2023,614,29932,4327,8304,82
420370,2023,413,19818,7409,6200,85
420398,2023,1544,,4977,4982,74
420431,2023,61,,7905,2950,100
420440,2023,284,,4828,5229,93
420468,2023,48,,5123,5182,73
420538,2023,169,,5301,4215,84
420556,2023,109,,6362,5530,89
420723,2023,36,,6260,,89
420981,2023,433,11103,4075,3464,79
421513,2023,28,20845,5445,10180,89
421610,2023,56,14316,5131,6407,38
421665,2023,7,14850,6895,,71
421708,2023,16,30709,6685,17284,50
421717,2023,5,,,,0
421771,2023,21,23599,5400,7733,90
421841,2023,160,39413,16060,12384,100
421878,2023,15,23532,6161,5225,93
421896,2023,130,7900,4332,,100
422020,2023,123,23107,4734,8397,74
422695,2023,20,21941,7606,12608,60
422835,2023,251,14055,4414,8547,86
423120,2023,308,19291,4952,8080,93
423397,2023,429,2791,5652,,85
423412,2023,29,10256,5689,,72
423652,2023,45,,5324,3842,73
425250,2023,24,29635,5020,7746,96
425986,2023,34,24761,5452,8386,82
426314,2023,139,20183,3832,5964,31
427308,2023,80,25008,8040,,100
427335,2023,117,6638,3987,4552,44
427894,2023,23,20961,5484,6798,43
427973,2023,34,22530,5797,6975,59
427982,2023,32,25064,5774,7657,72
427991,2023,561,,3892,,78
428000,2023,1,,,,0
428019,2023,16,,5043,,94
428055,2023,67,3942,6129,,100
428125,2023,14,12735,6791,3340,86
428170,2023,109,34092,8318,14928,95
428259,2023,0,,,,
428392,2023,221,,6938,6404,92
429128,2023,0,,,,
430184,2023,5,18092,5746,6674,60
430227,2023,40,16353,5751,7461,83
430245,2023,403,26658,4718,6067,86
430306,2023,31,17382,3522,7262,90
430403,2023,126,28442,5041,6453,70
430564,2023,23,7800,5371,7636,17
430582,2023,380,8441,3051,3825,86
430670,2023,17,7589,5540,3250,94
430795,2023,48,,7174,,50
430883,2023,3,,5215,3629,100
430908,2023,7,,8233,8723,100
430935,2023,98,2249,6405,,90
430971,2023,50,,4953,7343,58
431017,2023,54,,4712,,76
431071,2023,36,27645,6531,10426,100
431105,2023,43,,3408,8506,74
431123,2023,353,6252,5957,,100
431141,2023,824,22575,6977,6591,52
431187,2023,34,,,,0
431196,2023,17,,5552,9097,88
431266,2023,0,,,,
431275,2023,2,,2942,16451,50
431284,2023,86,15171,4642,,58
431558,2023,286,,5110,,59
431600,2023,5,29943,6383,16213,40
431716,2023,212,,4418,7282,59
431983,2023,0,,,,
432117,2023,59,13920,4089,5730,69
432269,2023,54,19187,5504,6967,78
432384,2023,94,25958,6666,11074,68
432524,2023,62,32604,13601,8680,100
433004,2023,0,,,,
433013,2023,49,26098,5820,7337,43
433040,2023,12,,6024,6576,58
433068,2023,529,,1983,,49
433101,2023,493,30780,4501,8233,91
433138,2023,38,,5315,4932,82
433174,2023,0,,,,
433387,2023,1377,9555,4974,4022,52
433420,2023,27,36328,8311,12230,74
433536,2023,24,20824,5856,6266,96
433660,2023,2714,,7858,10563,64
434016,2023,22,,3006,,82
434061,2023,852,,5419,5040,94
434140,2023,291,21383,4933,8989,71
434159,2023,384,29959,4404,8279,89
434274,2023,63,11950,5997,5847,100
434283,2023,48,19893,3632,5624,81
434308,2023,320,28309,4359,6106,58
434344,2023,102,32899,5764,6766,51
434362,2023,19,16124,3675,5563,53
434432,2023,3,29303,4463,9367,33
434469,2023,387,39944,6000,3071,86
434496,2023,139,10528,3929,4438,47
434584,2023,4,,5525,,100
434672,2023,1511,,6274,5159,65
434751,2023,11,5414,15145,,100
434821,2023,542,22474,5134,4243,89
434830,2023,110,13405,4576,5653,55
434900,2023,43,3397,7429,,100
434937,2023,10,12351,12449,,90
435000,2023,0,,,,
436030,2023,154,22667,2004,2836,90
436304,2023,315,,5292,5407,77
436429,2023,2348,32944,6220,8815,78
436553,2023,20,,,,0
436599,2023,0,,,,
436614,2023,5,18210,8361,4500,100
436632,2023,62,31297,3600,7039,77
436650,2023,86,18827,4903,4166,72
436775,2023,66,24386,5206,8129,62
436818,2023,235,,13083,5103,77
436827,2023,179,,12771,7057,58
436836,2023,646,,14478,8508,75
437097,2023,2,8987,4680,,100
437103,2023,1043,,5527,5957,100
437237,2023,23,20215,12263,6662,70
437556,2023,547,26815,6239,8524,70
437608,2023,173,20784,5252,,86
437635,2023,199,25348,5921,7170,90
437723,2023,69,5716,5032,2073,100
437732,2023,34,26334,3451,5865,94
437750,2023,37,29426,3584,7280,24
437769,2023,16,21623,8071,13476,75
437778,2023,448,27620,3435,5179,72
437857,2023,41,24693,4864,8519,83
437936,2023,308,30542,4486,7905,65
438179,2023,70,18645,5085,5813,79
438221,2023,57,21665,6076,7484,84
438258,2023,209,29867,4907,7393,59
438285,2023,171,29441,3959,6177,55
438337,2023,217,5200,7828,,100
438504,2023,792,22549,6148,9021,80
438586,2023,47,15590,7162,6849,83
438674,2023,7,19488,5757,7921,100
438708,2023,36,,5834,3123,94
438735,2023,13,29199,5323,7400,77
438984,2023,170,9314,5631,,90
439020,2023,0,,,,
439118,2023,151,35832,4660,7745,66
439190,2023,206,,6785,4463,30
439367,2023,151,19098,5184,10229,62
439446,2023,0,,,,
439455,2023,7,27375,6896,9588,100
439473,2023,127,11108,3780,4442,100
439491,2023,253,18994,5264,4107,86
439570,2023,490,24134,6097,10025,78
439622,2023,65,,3435,5100,95
439668,2023,443,23787,4137,7705,44
439686,2023,46,21987,5770,8453,100
439701,2023,2,23878,1250,1361,100
439738,2023,54,23406,6833,7452,93
439747,2023,187,,5285,,17
439774,2023,100,13514,4600,4156,89
439783,2023,0,,,,
439792,2023,33,23817,6200,7200,91
439844,2023,31,10564,6143,7099,81
439862,2023,18,5873,7040,,72
439871,2023,18,24249,6606,4856,78
439899,2023,32,10067,9651,2819,100
439932,2023,69,8240,4210,5025,100
439969,2023,54,34954,3872,4897,72
440059,2023,153,23627,5788,7161,80
440101,2023,39,16044,5441,7983,59
440262,2023,171,22938,10976,10296,90
440271,2023,69,22739,5848,8232,93
440396,2023,75,16064,3486,10866,92
440402,2023,189,,5354,3558,81
440651,2023,110,6544,8794,,97
440730,2023,179,,8089,5624,64
440776,2023,8,12441,6655,6273,88
440794,2023,110,5842,27072,7495,95
440819,2023,1,,,3134,0
440828,2023,147,,9294,6657,90
440855,2023,261,27106,3822,5193,77
440989,2023,211,17072,5837,7516,90
441025,2023,156,2313,5576,7557,22
441052,2023,464,26056,6288,11806,77
441070,2023,8,,4917,,100
441168,2023,30,18808,5622,6112,30
441210,2023,61,,957,10300,56
441229,2023,264,33522,4601,9945,56
441256,2023,44,16596,4222,3715,57
441371,2023,10360,19255,6301,2889,79
441380,2023,189,24229,5134,7585,46
441414,2023,97,,1261,,88
441423,2023,600,36440,4078,6604,77
441487,2023,20,19936,10289,10961,85
441496,2023,31,26470,6317,10106,81
441502,2023,314,24322,5011,3715,81
441575,2023,201,9526,7566,,97
441593,2023,0,,,,
441609,2023,10,18501,5594,,80
441618,2023,10,16374,5629,8920,30
441636,2023,30,31749,3890,5085,83
441645,2023,73,15855,5479,6249,66
441663,2023,226,31793,4678,7291,49
441672,2023,40,,4889,5064,90
441690,2023,2,5607,7045,,100
441706,2023,116,6024,4972,,81
441742,2023,723,24603,4536,7432,87
441760,2023,421,,5591,6268,69
441788,2023,51,25519,5446,7565,61
441830,2023,54,22151,5117,7494,67
441858,2023,39,38836,5475,9181,49
441876,2023,27,18077,6496,7459,44
441900,2023,356,,7642,4636,89
441937,2023,602,,12804,5166,80
441982,2023,76,40370,41116,10155,100
442073,2023,377,40355,4152,7085,91
442134,2023,222,24586,4769,8556,60
442240,2023,64,10262,5280,5223,56
442329,2023,1150,32392,6334,7363,82
442356,2023,67,33565,6657,8280,45
442383,2023,35,13635,9456,5686,94
442426,2023,86,,6190,9143,78
442435,2023,16,15411,4584,3942,69
442444,2023,372,25444,4547,7877,73
442523,2023,18,7443,17818,,100
442569,2023,131,,5563,5945,96
442602,2023,95,38821,4987,6805,79
442611,2023,680,23532,5540,8795,76
442639,2023,79,,,,0
442657,2023,322,28218,3810,4375,65
442781,2023,46,,4312,,91
442842,2023,0,,,,
442879,2023,251,57181,3850,5975,52
442888,2023,80,23145,6001,7992,58
442930,2023,143,6532,10645,6081,53
442976,2023,26,10813,8744,,100
442985,2023,193,18559,5938,7585,86
443021,2023,27,20461,3848,8361,85
443049,2023,4,18361,2432,2145,75
443058,2023,0,,,,
443100,2023,43,9855,4041,,95
443137,2023,349,30627,3929,6108,75
443146,2023,12,16306,6896,4701,17
443207,2023,75,23098,10793,7753,97
443216,2023,93,21462,6178,8466,37
443225,2023,36,22619,5165,8435,50
443234,2023,182,18637,4806,5707,71
443252,2023,3975,29731,8314,8279,70
443261,2023,51,36804,5685,13631,86
443289,2023,139,25928,3477,4192,52
443298,2023,42,15398,3618,4837,100
443322,2023,94,11260,6331,6555,100
443331,2023,1,51992,6645,9500,100
443340,2023,6,19813,7411,8400,100
443377,2023,20,20594,6498,6301,55
443410,2023,183,40015,11720,10630,58
443492,2023,231,,6835,5095,94
443562,2023,28,2528,9063,5633,100
443571,2023,492,23254,7204,9598,65
443599,2023,6,24016,4832,9774,83
443632,2023,71,30566,3053,7088,65
443641,2023,19,30722,3990,8519,37
443650,2023,1887,25215,4246,5868,80
443669,2023,142,27104,3823,5282,55
443696,2023,7,14474,6476,5300,71
443766,2023,5,18466,5372,5463,40
443784,2023,1,21360,2478,,100
443951,2023,13,5478,7103,,100
443979,2023,30,16472,3701,3940,67
444051,2023,47,11757,3933,6158,40
444088,2023,30,37566,5306,9863,73
444130,2023,0,,,,
444194,2023,2,,,,0
444219,2023,698,,4600,5048,74
444228,2023,13,11847,3888,4729,69
444264,2023,0,,,,
444282,2023,47,16170,5126,8131,51
444291,2023,71,16167,5135,7981,75
444307,2023,33,16999,5824,8500,79
444325,2023,19,25796,7042,6897,84
444334,2023,28,31064,6047,6000,86
444361,2023,25,13567,6525,6614,64
444370,2023,22,34549,4667,4864,86
444398,2023,9,11409,3416,,100
444404,2023,20,17569,4447,1033,95
444413,2023,46,11171,9329,,48
444440,2023,33,10740,6781,6678,79
444468,2023,22,10912,4591,2167,100
444486,2023,20,14382,7339,9424,75
444510,2023,17,27139,7030,9500,94
444529,2023,34,11936,4819,5787,74
444556,2023,432,21670,5042,7418,93
444565,2023,11,26470,4110,6417,73
444583,2023,204,16088,6767,6857,93
444635,2023,57,19187,4028,4496,63
444662,2023,80,18098,3063,5676,100
444671,2023,71,3767,6083,,100
444714,2023,114,32162,3479,4163,66
444732,2023,26,8709,4298,,100
444778,2023,0,,,,
444787,2023,116,28115,5120,11966,69
444811,2023,95,19372,5716,9208,100
444857,2023,40,22975,4728,7587,63
444866,2023,46,38059,5597,13448,85
444936,2023,75,14633,4994,5639,89
444945,2023,755,25472,4551,6285,70
444954,2023,242,,6303,3541,81
445027,2023,831,14394,6547,6601,83
445133,2023,6,18558,6999,8020,67
445188,2023,2371,,24868,5023,81
445203,2023,73,25628,5608,7440,99
445212,2023,19,17735,5796,7702,63
445230,2023,404,21997,4779,8946,69
445249,2023,77,28106,5941,10504,91
445267,2023,5,14774,5421,4897,80
445364,2023,490,28625,4404,6399,70
445498,2023,24,11772,3181,,100
445540,2023,29,13427,4818,5591,69
445647,2023,36,17255,3803,5479,50
