Religious affiliation,Offers Master's degree,Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,Sector of institution,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total enrollment,Undergraduate enrollment,Percent of total enrollment that are White,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are women,"Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,Percent of freshmen receiving student loan aid,Offers Non-Degree,Offers Doctor's degree,Bachelor's degrees awarded Ratio,Master's degrees awarded Ratio,Non-degree awarded Ratio,Doctor's degree awarded Ratio,Average Tuition and Fees,Full-time Enrollment Ratio,Percent of total enrollment that are Minor
Seventh Day Adventists,TRUE,-0.24430454383338002,-0.6779152399160758,Maryland,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Diverse Fields,-0.6252862171086253,-0.6246926591897243,-2.2439457567591488,-0.4185383247307256,0.6878195455936191,-0.880359799645061,0.3601527693289022,0.2893102923016146,TRUE,FALSE,0.041580004429342586,0.3035816565948036,-0.2212083539275163,-0.4566037509512404,0.07081567033984458,-0.20932263254633107,2.4554734203897586
Not applicable,TRUE,-1.1763048106791036,-1.364884222294141,Maryland,"Public, 4-year or above",City: Large,Master's Colleges and Universities (smaller programs),-0.3923277517205059,-0.36160070907117975,-2.6031887829877514,0.9191100739086479,1.3670272336045697,-2.0346182833326387,0.7753725770432256,0.7482051941819351,TRUE,TRUE,0.6965470758198636,-0.27215540255958265,-0.506786263499543,-0.4566037509512404,-1.1718854275436323,-0.3966117048349849,2.4097422178683554
Not applicable,TRUE,-1.1029219881184913,-0.7281370168070922,Maryland,"Public, 4-year or above",Suburb: Small,Master's Colleges and Universities (larger programs),-0.1708158351321666,-0.11587365456025006,0.13603929200534273,-0.4185383247307256,-0.5856948694269128,-0.30323055780127217,-0.7838201702921926,-0.13867459028106874,FALSE,TRUE,0.34763276288640743,-0.05923110915932512,-0.250183323769884,-0.4566037509512404,-1.0518259742942453,0.1775128261496233,-0.059742718287413205
Not applicable,TRUE,1.4222155144855295,1.392826009537083,Maryland,"Private not-for-profit, 4-year or above",City: Small,Baccalaureate Colleges--Arts & Sciences,-0.5271426598068061,-0.564328974458492,-0.08848759938753382,-0.4185383247307256,0.9425224285977256,0.7985616311732338,-0.1737012691609417,-0.3526670315724104,TRUE,FALSE,-0.271265403263176,0.42633909460553415,0.08479105811673497,-0.4566037509512404,1.5042397853852048,-0.13363659211333903,0.16891329431960242
Not applicable,TRUE,1.1088593360539307,1.0034640206367704,Maryland,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (medium programs),-0.4973604356147854,-0.5727357889986864,0.3605661833982193,0.2502858745889611,0.6029185845922503,0.6936290417470903,0.6781934731100868,0.3974447706137287,TRUE,FALSE,-0.6159881851483993,0.9876173839204605,-0.05258935040048535,-0.4566037509512404,1.0342927826661756,-1.0630840787344022,-0.37986113593723503
Not applicable,TRUE,2.0825840768791437,2.213369641859125,Maryland,"Private not-for-profit, 4-year or above",City: Large,Research Universities (very high research activity),1.4661466297993644,0.07899906281409352,-0.4926360038947116,2.2567584725480216,-0.5856948694269128,2.1102189990000264,-1.5539092711102953,-1.1968933091059348,TRUE,TRUE,-2.0751699860793824,2.2884159386118665,-0.002896812223039974,1.0142351241337764,2.0059167864630005,-0.8013008487641655,-0.15120512333021946
Roman Catholic,TRUE,1.8579020107354474,1.9341900303965174,Maryland,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.11739860739985895,-0.21220748019297012,0.764714587905397,-0.5857443745606473,0.34821570158814397,1.638022346582381,-0.998748419554338,-0.5439633048480034,TRUE,TRUE,-0.6966097735779392,1.4186471096486741,-0.4987730085637233,-0.24849224189158212,1.8789967930279343,-0.04083653954881572,-0.6085171485442507
Not applicable,TRUE,-0.9558489803896831,-0.1234897379184454,Maryland,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),3.441630176828099,2.921191460558852,-0.8967844084018894,-0.5857443745606473,-0.5856948694269128,-2.6117475251764275,-1.3007264615283913,-0.279174677997606,TRUE,TRUE,-1.2351953597915002,1.1080515927451402,0.6388751875874686,-0.3249494656414475,-1.1395551319186188,-3.5304228505969713,1.0378061422262617
Not applicable,TRUE,-0.74054147377729,-0.18944639851980322,Maryland,"Public, 4-year or above",Suburb: Large,Research Universities (high research activity),0.72318082344326,0.7707007378507488,-0.5824467604518623,0.41749192441888283,-1.010199674433757,0.6411627470340187,-0.9256892158509376,-1.3639538912234275,TRUE,TRUE,0.0906464099566481,-0.16168579188387047,0.03543457288820048,0.042570474239596444,-0.8529989440380282,-0.028509906586923615,0.44330050944802113
Not applicable,TRUE,-0.819533663926305,0.43918512058751874,Maryland,"Public, 4-year or above",Suburb: Large,Research Universities (very high research activity),3.1994508804623787,2.9098904967507213,-0.40282524733756103,1.0863161237385695,-0.9252987134323881,1.638022346582381,-0.9834798668702563,-1.5007725452422482,TRUE,TRUE,-0.13461483398318663,0.2808074260443466,-0.3684543522621195,0.6392918399445785,-0.9243700011571727,0.5109225113257455,0.07745088927679616
Not applicable,TRUE,-0.9947303502490232,-0.7982183556626168,Maryland,"Public, 4-year or above",Town: Fringe,Master's Colleges and Universities (smaller programs),-0.30361699852220925,-0.27753256366923523,-2.0194188653662724,-0.08412622507088223,-0.07628910341870006,-1.090224978497348,0.12659162748959538,0.424170112073762,TRUE,TRUE,0.35129490830620685,-0.6944582812039651,-0.506786263499543,2.0340998254457645,-1.1096689037347536,0.45063630654935105,2.0896238002185337
Not applicable,TRUE,-0.9321052189538411,-0.6337086188123866,Maryland,"Public, 4-year or above",City: Large,Doctoral/Research Universities,0.04889430988583688,0.0976043081079665,-2.558283404709176,0.2502858745889611,-0.16119006442006886,-0.9852923890712044,0.43966294527419814,0.8994164015152262,TRUE,TRUE,0.3154128717954294,0.06545650722202717,-0.506786263499543,-0.032486848005523046,-1.07993274986745,0.1951823603698266,2.5012046229111617
Roman Catholic,TRUE,1.1110108743070168,1.0061374232089157,Maryland,"Private not-for-profit, 4-year or above",Town: Fringe,Master's Colleges and Universities (medium programs),-0.5134703931848464,-0.5240865179710037,0.6299984530696712,-0.4185383247307256,-0.500793908425544,0.6936290417470903,0.5126824946117152,0.021819740687437424,TRUE,FALSE,-0.11562179858197137,0.5762155958098413,-0.30243529620420573,-0.4566037509512404,1.0982673198976347,0.43935858016529544,-0.5170547435014444
Roman Catholic,TRUE,0.8645060630248764,0.6998418713716908,Maryland,"Private not-for-profit, 4-year or above",City: Large,Master's Colleges and Universities (larger programs),-0.44595695257873535,-0.5939595502968823,0.18094467028391803,-0.5857443745606473,2.470739726622364,0.0115672104771581,0.3601527693289022,0.30336030107326833,TRUE,TRUE,-1.0511996932619203,1.464456444265382,-0.4183035962591798,0.7132745511869251,0.9153052888208009,-2.6544097079948874,-0.01401151576601008
Not applicable,TRUE,-0.9244979944161441,-0.7262274435412741,Maryland,"Public, 4-year or above",Suburb: Small,Master's Colleges and Universities (larger programs),0.16516156945397475,0.33905904703289574,0.6299984530696712,-0.5857443745606473,0.008611857582668745,0.746095336460162,-0.4702868460997446,-0.5439633048480034,TRUE,TRUE,0.7534738323858914,-0.3862923171261459,-0.460206679252971,-0.4566037509512404,-1.0331310022882692,0.6417708248689203,-0.4713235409800413
Not applicable,TRUE,-0.368863240556681,0.4849194003038625,Maryland,"Public, 4-year or above",Suburb: Small,Baccalaureate Colleges--Arts & Sciences,-0.5539572602359208,-0.5133368206900993,0.6749038313482465,-0.4185383247307256,0.17841377958540636,1.3756908730170225,-1.6227336593476616,-1.315633017383447,FALSE,FALSE,1.1030652604852054,-0.7886149536269654,-0.506786263499543,-0.4566037509512404,-0.44046608699790224,1.0751413966868524,-0.5170547435014444
Not applicable,TRUE,-1.1145249265547768,-0.6965144835251442,Maryland,"Private not-for-profit, 4-year or above",City: Large,Baccalaureate Colleges--Diverse Fields,-0.6364148062195227,-0.6211094267627562,-2.558283404709176,0.41749192441888283,2.6405416486251014,-1.8772193991934234,0.3601527693289022,-0.6874616574637025,TRUE,FALSE,0.28865543287638784,-0.7397737877522577,0.5913780650962698,-0.4566037509512404,-0.9576221818696369,-1.5160705162759056,2.5012046229111617
Not applicable,TRUE,1.8618977246340356,1.9391549208876446,Maryland,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.6989468783664702,-0.7029725060557972,0.6299984530696712,0.9191100739086479,-1.1800015964364945,0.5362301576078752,-0.885506653814068,0.4569377046464987,FALSE,FALSE,0.3104569037780335,0.21835145407317585,-0.506786263499543,-0.4566037509512404,2.1201447805545603,1.240314942010966,-0.8829043636726694
Not applicable,TRUE,-0.8631791542031927,-0.33190056414983427,Maryland,"Public, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),1.6337113858405912,1.8240332547475722,0.22585004856249336,-0.2513322749008039,0.34821570158814397,0.6411627470340187,-1.334971394123387,-0.643873240340009,TRUE,TRUE,0.21029151976693775,0.055798254085100474,-0.21894510389932662,-0.36572516776730524,-0.9909386801463418,0.09265925081888149,-0.10547392080881632
Not applicable,TRUE,0.8633073488553,0.6983524042243529,Maryland,"Private not-for-profit, 4-year or above",Suburb: Large,Master's Colleges and Universities (smaller programs),-0.6882422355074165,-0.7640252739460619,0.22585004856249336,-0.2513322749008039,2.470739726622364,-0.5235889955961734,0.05194837597394064,0.4803592141142963,TRUE,FALSE,-3.0973768376059367,1.7665572444112307,2.591422677573924,-0.4566037509512404,0.5017948048042156,-0.1021895812607724,-0.19693632585162257
Not applicable,TRUE,0.703601737954801,0.49990955044053464,Maryland,"Private not-for-profit, 4-year or above",Rural: Fringe,Master's Colleges and Universities (smaller programs),-0.2841154709373985,-0.21758232883342232,-0.17829835594468446,-0.5857443745606473,0.6878195455936191,0.1689660946163732,0.3601527693289022,-0.014386051147208572,FALSE,FALSE,0.5773557237537054,-0.1207291822789853,-0.506786263499543,-0.4566037509512404,0.42580574657258574,-0.05422178791948712,0.3518381044052149
Not applicable,TRUE,1.530099789747414,1.5268780527975145,Maryland,"Private not-for-profit, 4-year or above",Town: Distant,Baccalaureate Colleges--Arts & Sciences,-0.5906286110204019,-0.5596432089770721,0.764714587905397,0.5846979742488045,-0.07628910341870006,0.7985616311732338,0.4413914273599651,0.5975059278570787,FALSE,FALSE,1.1986625254352263,-0.9100661516342623,-0.506786263499543,-0.4566037509512404,1.6741239117330875,1.0191534402380753,-0.9743667687154757
Not applicable,TRUE,1.0681337905490884,0.9528603290925904,Maryland,"Private not-for-profit, 4-year or above",Suburb: Small,Baccalaureate Colleges--Arts & Sciences,-0.40864968241648875,-0.5308395329295206,0.7198092096268217,-0.7529504243905689,0.5180176235908815,1.0084268100255205,0.28541320394032405,0.10741671720397394,TRUE,FALSE,-1.300403571253475,2.0443502892872596,-0.261144242629427,-0.4566037509512404,1.3413019559753223,-1.2060601098382728,-0.5170547435014444
Not applicable,TRUE,0.8068755741029295,0.6282328739035117,Massachusetts,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),-0.3632874334692116,-0.555508710022878,0.18094467028391803,-0.7529504243905689,0.9425224285977256,-0.4081631472274156,0.3601527693289022,0.9986952351824114,TRUE,TRUE,-1.9023967084041151,2.0400106958117155,0.3070498694154984,0.2929020495012765,0.7620150940470299,-1.7295994666393573,-0.059742718287413205
Not applicable,FALSE,2.085811384258773,2.217379745717343,Massachusetts,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.5616942793320686,-0.5180225861715192,-0.8069736518447388,0.9191100739086479,-0.6705958304282816,2.2676178831392417,-1.7159462692427148,-2.921765173964572,FALSE,FALSE,1.36442610214421,-1.1206598855429244,-0.506786263499543,-0.4566037509512404,2.0728928100256945,1.2868525790133472,0.6719565220550368
Roman Catholic,TRUE,1.0563003301571154,0.9381566149457911,Massachusetts,"Private not-for-profit, 4-year or above",Rural: Fringe,Master's Colleges and Universities (medium programs),-0.5876609872574959,-0.6065008637912707,0.4952823182339452,-0.7529504243905689,-0.3309919864228065,-0.30323055780127217,0.3601527693289022,1.3656922719970621,TRUE,FALSE,-0.9216212467614833,1.4397103366578392,-0.12366264099504878,-0.4566037509512404,0.913675910526702,-1.0564232114133714,-0.37986113593723503
Roman Catholic,TRUE,1.0851155746180887,0.9739611136798806,Massachusetts,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (medium programs),-0.4587813266970076,-0.455316018699577,0.4952823182339452,-0.5857443745606473,0.43311666258951276,1.0608931047385923,0.3601527693289022,0.568148927923665,TRUE,FALSE,0.13961745201671863,0.16180195556751856,-0.2020166760762707,-0.4566037509512404,1.1657150055980938,0.12020332629400055,-0.3341299334158319
Not applicable,TRUE,0.7806729118064177,0.5956746497213129,Massachusetts,"Private not-for-profit, 4-year or above",Suburb: Large,Baccalaureate Colleges--Arts & Sciences,-0.5010699653184179,-0.5630886247722338,0.09113391372676741,-0.7529504243905689,3.2348483756346833,0.11649979990330152,0.3601527693289022,1.4705485682298194,TRUE,FALSE,-0.7045550997560598,0.9821638365101019,0.07882757705205473,-0.4566037509512404,0.7030787660144291,-0.5731227072475001,0.07745088927679616
Not applicable,FALSE,0.9805354473877292,0.8440146529409581,Massachusetts,"Private not-for-profit, 4-year or above",City: Midsize,Baccalaureate Colleges--Diverse Fields,-0.54929385146564,-0.5018980402501626,0.2707554268410687,-0.5857443745606473,-0.07628910341870006,-1.5099553362019216,0.4356472798224156,1.2036416323646189,TRUE,FALSE,-0.029049891051030827,-1.1206598855429244,1.4652926208857304,-0.4566037509512404,0.8351227254006746,-0.07092335229824051,-0.15120512333021946
Not applicable,TRUE,1.7312686164109563,1.7768411932931052,Massachusetts,"Private not-for-profit, 4-year or above",City: Small,Master's Colleges and Universities (larger programs),-0.15120832098439493,-0.17871803866399877,-0.08848759938753382,2.5911705722078646,-1.349803518439232,1.7954212307215962,0.079879399121734,0.0418815320585006,TRUE,TRUE,-0.43764652963265466,0.8160712381740296,-0.15247574470397732,-0.3563864975885116,1.669407290355433,0.5160575440918821,-0.5627859460228476
Roman Catholic,TRUE,2.021418917969984,2.1373686258795646,Massachusetts,"Private not-for-profit, 4-year or above",City: Small,Research Universities (high research activity),0.7656814351905921,0.5725204213130499,-0.13339297766610914,0.5846979742488045,-0.24609102542143765,2.005286409573883,-2.3207229456961858,-1.0551204801592056,TRUE,TRUE,-0.5704038598155867,0.7998977656891461,-0.49324563828990914,1.0633590104277248,2.015049880585186,0.731866296101974,-0.059742718287413205
Not applicable,TRUE,2.078281000372972,2.2080228367148345,Massachusetts,"Private not-for-profit, 4-year or above",City: Large,Research Universities (very high research activity),2.6842501979093085,1.7394138428184016,-0.6273521387304376,2.2567584725480216,0.008611857582668745,1.638022346582381,-1.46276345966081,-0.49358888315451355,TRUE,TRUE,-1.1915957267337463,1.3754702345243444,-0.4484848103183992,1.5651195334715648,1.9488456677933814,0.12349780551409356,0.031719686755393044
Not applicable,TRUE,2.0493889152601024,2.172122859317454,Massachusetts,"Private not-for-profit, 4-year or above",City: Small,Research Universities (very high research activity),-0.13350856496992,-0.26595596659749204,-0.7171628952875881,2.7583766220377863,-0.3309919864228065,1.9528201148608113,-0.9643458578104589,-0.24431642838692116,FALSE,TRUE,-0.931378947287982,1.4144738102717909,-0.4167342827604397,0.4134044538364376,2.0161861575534394,0.857208325984067,-0.059742718287413205
Not applicable,TRUE,-0.8949143434362115,-0.900094089394013,Massachusetts,"Public, 4-year or above",Suburb: Large,Master's Colleges and Universities (larger programs),0.4432703106634495,0.5610816408731133,0.899430722741123,-0.5857443745606473,0.17841377958540636,0.27389868404251666,-1.1497374405413647,0.14448712496302987,TRUE,FALSE,0.35447879161062784,-0.08273666566345983,-0.23368779819292465,-0.4566037509512404,-1.01934560435267,-0.12685154174816954,-0.74571075610846
Not applicable,TRUE,-0.7173048606439608,-0.795506761625155,Massachusetts,"Private not-for-profit, 4-year or above",City: Midsize,Master's Colleges and Universities (larger programs),-0.4208381371569955,-0.619317810549272,-1.3458381911876425,-0.08412622507088223,1.1972253116018319,-2.664213819889499,-4.544631209296542,-1.7603360594420163,TRUE,TRUE,-2.2811540293942323,2.9329395670914704,0.11415697942303513,-0.39731529500799717,-0.5390863521670416,-2.220805989011347,1.3579245598760836
Not applicable,TRUE,1.1042488969401751,0.997735300839316,Massachusetts,"Private not-for-profit, 4-year or above",City: Midsize,Research Universities (high research activity),-0.37452200914307,-0.43602169024667164,-0.3579198690589857,3.0927887216976298,0.008611857582668745,1.480623462443166,1.5249252169431076,0.38657958379767865,TRUE,TRUE,-0.9787348195544032,1.6798706930137133,-0.5010090952567015,0.0385226609048761,1.5760610654540346,0.6478938372360742,-0.5170547435014444
